date,value
"2016,6,21",63.7086
"2016,6,22",33.03365
"2016,6,25",20.2777
"2016,6,26",29.64443
"2016,6,27",23.60176
"2016,6,28",21.66738
"2016,6,29",18.17124
"2016,7,1",18.82441
"2016,7,2",20.05733
"2016,7,3",18.38876
"2016,7,4",16.36264
"2016,7,5",20.04621
"2016,7,8",19.49733
"2016,7,9",12.57888
"2016,7,10",19.57903
"2016,7,11",16.36412
"2016,7,12",15.70832
"2016,7,15",18.93106
"2016,7,16",16.32093
"2016,7,17",18.22164
"2016,7,18",16.08518
"2016,7,19",16.41764
"2016,7,22",14.94143
"2016,7,23",18.31604
"2016,7,24",16.34353
"2016,7,25",12.42798
"2016,7,26",14.46992
"2016,7,29",15.2643
"2016,7,30",15.18321
"2016,7,31",20.56272
"2016,8,1",18.92577
"2016,8,2",16.72672
"2016,8,6",22.33779
"2016,8,7",18.49565
"2016,8,8",20.35651
"2016,8,9",29.4579
"2016,8,12",22.7966
"2016,8,13",23.59135
"2016,8,14",14.12722
"2016,8,15",24.5851
"2016,8,16",74.5779
"2016,8,19",30.53171
"2016,8,20",24.7969
"2016,8,21",21.2337
"2016,8,22",17.01341
"2016,8,23",18.06247
"2016,8,26",25.5188
"2016,8,27",22.39158
"2016,8,28",19.0208
"2016,8,29",17.67497
"2016,8,30",24.27931
"2016,9,3",14.11358
"2016,9,4",14.39311
"2016,9,5",22.4208
"2016,9,6",15.17143
"2016,9,7",16.94254
"2016,9,10",14.9543
"2016,9,11",27.65046
"2016,9,12",14.05389
"2016,9,13",16.93602
"2016,9,14",19.12394
"2016,9,17",15.78814
"2016,9,18",42.90775
"2016,9,19",75.22902
"2016,9,20",25.66948
"2016,9,21",20.81325
"2016,9,24",21.52474
"2016,9,25",17.86031
"2016,9,26",19.9776
"2016,9,27",14.63469
"2016,9,28",22.29643
"2016,9,31",19.1886
"2016,10,1",25.36822
"2016,10,2",21.41641
"2016,10,3",19.40003
"2016,10,4",21.91475
"2016,10,7",19.2966
"2016,10,8",14.83313
"2016,10,9",25.99943
"2016,10,10",28.25023
"2016,10,11",22.66503
"2016,10,14",22.55894
"2016,10,15",20.67611
"2016,10,16",18.56545
"2016,10,17",15.74852
"2016,10,18",16.80685
"2016,10,21",14.25953
"2016,10,22",22.32745
"2016,10,23",15.84362
"2016,10,25",6.37284
"2016,10,28",13.54905
"2016,10,29",19.58104
"2016,10,30",27.01607
"2016,11,1",29.61869
"2016,11,2",21.49253
"2016,11,5",14.46197
"2016,11,6",15.2977
"2016,11,7",21.7101
"2016,11,8",19.96654
"2016,11,9",16.32693
"2016,11,12",21.98583
"2016,11,13",35.77359
"2016,11,14",30.81937
"2016,11,15",23.72154
"2016,11,16",38.21282
"2016,11,19",18.74431
"2016,11,20",18.55184
"2016,11,21",14.32357
"2016,11,22",10.79388
"2016,11,23",6.28728
"2016,11,27",9.03371
"2016,11,28",12.86858
"2016,11,29",8.448
"2016,11,30",17.46798
"2017,0,3",20.19647
"2017,0,4",15.91573
"2017,0,5",13.986
"2017,0,6",15.114
"2017,0,9",19.46142
"2017,0,10",15.91877
"2017,0,11",22.39843
"2017,0,12",20.39195
"2017,0,13",15.07224
"2017,0,17",20.1952
"2017,0,18",15.38245
"2017,0,19",13.65452
"2017,0,20",23.95094
"2017,0,23",27.75257
"2017,0,24",35.14087
"2017,0,25",32.35731
"2017,0,26",34.14484
"2017,0,27",44.36857
"2017,0,30",23.95472
"2017,0,31",27.05908
"2017,1,1",28.38064
"2017,1,2",31.91694
"2017,1,3",21.03815
"2017,1,6",21.42696
"2017,1,7",18.58187
"2017,1,8",20.80736
"2017,1,9",47.80269
"2017,1,10",44.10652
"2017,1,13",28.18055
"2017,1,14",25.7348
"2017,1,15",18.4522
"2017,1,16",21.31746
"2017,1,17",18.90989
"2017,1,21",20.55602
"2017,1,22",29.90437
"2017,1,23",22.77498
"2017,1,24",18.61759
"2017,1,27",14.06524
"2017,1,28",24.97701
"2017,2,1",34.08587
"2017,2,2",23.6021
"2017,2,3",17.5409
"2017,2,6",24.41673
"2017,2,7",23.43489
"2017,2,8",20.92015
"2017,2,9",23.61679
"2017,2,10",25.40235
"2017,2,13",53.58293
"2017,2,14",28.58687
"2017,2,15",27.9961
"2017,2,16",19.61605
"2017,2,17",30.77887
"2017,2,20",17.32227
"2017,2,21",22.81455
"2017,2,22",19.1445
"2017,2,23",20.64035
"2017,2,24",22.18796
"2017,2,27",16.99224
"2017,2,28",18.39815
"2017,2,29",17.20264
"2017,2,30",16.43295
"2017,2,31",21.43839
"2017,3,3",32.01364
"2017,3,4",18.91805
"2017,3,5",22.45553
"2017,3,6",20.19822
"2017,3,7",15.68951
"2017,3,10",19.97372
"2017,3,11",22.71183
"2017,3,12",19.28979
"2017,3,13",15.764
"2017,3,17",12.56075
"2017,3,18",12.32105
"2017,3,19",16.59464
"2017,3,20",22.96826
"2017,3,21",20.39051
"2017,3,24",26.30576
"2017,3,25",22.06678
"2017,3,26",27.24099
"2017,3,27",39.88997
"2017,3,28",56.76926
"2017,4,1",24.82561
"2017,4,2",35.81302
"2017,4,3",22.04026
"2017,4,4",16.43709
"2017,4,5",18.11924
"2017,4,8",17.66021
"2017,4,9",17.81914
"2017,4,10",25.13382
"2017,4,11",21.50892
"2017,4,12",19.73084
"2017,4,15",22.12014
"2017,4,16",22.29184
"2017,4,17",26.67019
"2017,4,18",17.17187
"2017,4,19",18.34013
"2017,4,22",14.63807
"2017,4,23",16.9037
"2017,4,24",20.86026
"2017,4,25",13.14854
"2017,4,26",11.14552
"2017,4,30",13.02692
"2017,4,31",17.7419
"2017,5,1",17.51092
"2017,5,2",19.12742
