ticker,date,value,volume
INTC,7/17/2017 10:33,34.56,2807407
INTC,7/17/2017 10:33,34.56,2807407
INTC,7/17/2017 10:34,34.56,2807407
INTC,7/17/2017 10:34,34.56,2807407
INTC,7/17/2017 10:35,34.56,2807407
INTC,7/17/2017 10:35,34.56,2807407
INTC,7/17/2017 10:36,34.56,2807407
INTC,7/17/2017 10:36,34.6,3148776
INTC,7/17/2017 10:37,34.6,3148776
INTC,7/17/2017 10:37,34.6,3148776
INTC,7/17/2017 10:38,34.6,3148776
INTC,7/17/2017 10:38,34.6,3148776
INTC,7/17/2017 10:39,34.6,3148776
INTC,7/17/2017 10:39,34.6,3148776
INTC,7/17/2017 10:40,34.6,3148776
INTC,7/17/2017 10:40,34.6,3148776
INTC,7/17/2017 10:41,34.6,3148776
INTC,7/17/2017 10:41,34.6,3148776
INTC,7/17/2017 10:42,34.6,3148776
INTC,7/17/2017 10:42,34.6,3148776
INTC,7/17/2017 10:43,34.6,3148776
INTC,7/17/2017 10:43,34.6,3148776
INTC,7/17/2017 10:44,34.6,3148776
INTC,7/17/2017 10:44,34.6,3148776
INTC,7/17/2017 10:45,34.6,3148776
INTC,7/17/2017 10:45,34.6,3148776
INTC,7/17/2017 10:46,34.6,3148776
INTC,7/17/2017 10:46,34.56,3478643
INTC,7/17/2017 10:47,34.56,3478643
INTC,7/17/2017 10:47,34.56,3478643
INTC,7/17/2017 10:48,34.56,3478643
INTC,7/17/2017 10:48,34.56,3478643
INTC,7/17/2017 10:49,34.56,3478643
INTC,7/17/2017 10:49,34.56,3478643
INTC,7/17/2017 10:50,34.56,3478643
INTC,7/17/2017 10:50,34.56,3478643
INTC,7/17/2017 10:51,34.56,3478643
INTC,7/17/2017 10:51,34.56,3478643
INTC,7/17/2017 10:52,34.56,3478643
INTC,7/17/2017 10:52,34.56,3478643
INTC,7/17/2017 10:53,34.56,3478643
INTC,7/17/2017 10:53,34.56,3478643
INTC,7/17/2017 10:54,34.56,3478643
INTC,7/17/2017 10:54,34.56,3478643
INTC,7/17/2017 10:55,34.56,3478643
INTC,7/17/2017 10:55,34.56,3478643
INTC,7/17/2017 10:56,34.56,3478643
INTC,7/17/2017 10:56,34.5,4013210
INTC,7/17/2017 10:57,34.5,4013210
INTC,7/17/2017 10:57,34.5,4013210
INTC,7/17/2017 10:58,34.5,4013210
INTC,7/17/2017 10:58,34.5,4013210
INTC,7/17/2017 10:59,34.5,4013210
INTC,7/17/2017 10:59,34.5,4013210
INTC,7/17/2017 11:00,34.5,4013210
INTC,7/17/2017 11:00,34.5,4013210
INTC,7/17/2017 11:01,34.5,4013210
INTC,7/17/2017 11:01,34.5,4013210
INTC,7/17/2017 11:02,34.5,4013210
INTC,7/17/2017 11:02,34.5,4013210
INTC,7/17/2017 11:03,34.5,4013210
INTC,7/17/2017 11:03,34.5,4013210
INTC,7/17/2017 11:04,34.5,4013210
INTC,7/17/2017 11:04,34.5,4013210
INTC,7/17/2017 11:05,34.5,4013210
INTC,7/17/2017 11:05,34.5,4013210
INTC,7/17/2017 11:06,34.5,4013210
INTC,7/17/2017 11:06,34.49,4224203
INTC,7/17/2017 11:07,34.49,4224203
INTC,7/17/2017 11:07,34.49,4224203
INTC,7/17/2017 11:08,34.49,4224203
INTC,7/17/2017 11:08,34.49,4224203
INTC,7/17/2017 11:09,34.49,4224203
INTC,7/17/2017 11:09,34.49,4224203
INTC,7/17/2017 11:10,34.49,4224203
INTC,7/17/2017 11:10,34.49,4224203
INTC,7/17/2017 11:11,34.49,4224203
INTC,7/17/2017 11:11,34.49,4224203
INTC,7/17/2017 11:12,34.49,4224203
INTC,7/17/2017 11:12,34.49,4224203
INTC,7/17/2017 11:13,34.49,4224203
INTC,7/17/2017 11:13,34.49,4224203
INTC,7/17/2017 11:14,34.49,4224203
INTC,7/17/2017 11:14,34.49,4224203
INTC,7/17/2017 11:15,34.49,4224203
INTC,7/17/2017 11:15,34.49,4224203
INTC,7/17/2017 11:16,34.49,4224203
INTC,7/17/2017 11:16,34.45,4553557
INTC,7/17/2017 11:17,34.45,4553557
INTC,7/17/2017 11:17,34.45,4553557
INTC,7/17/2017 11:18,34.45,4553557
INTC,7/17/2017 11:18,34.45,4553557
INTC,7/17/2017 11:19,34.45,4553557
INTC,7/17/2017 11:19,34.45,4553557
INTC,7/17/2017 11:20,34.45,4553557
INTC,7/17/2017 11:20,34.45,4553557
INTC,7/17/2017 11:21,34.45,4553557
INTC,7/17/2017 11:21,34.45,4553557
INTC,7/17/2017 11:22,34.45,4553557
INTC,7/17/2017 11:22,34.45,4553557
INTC,7/17/2017 11:23,34.45,4553557
INTC,7/17/2017 11:23,34.45,4553557
INTC,7/17/2017 11:24,34.45,4553557
INTC,7/17/2017 11:24,34.45,4553557
INTC,7/17/2017 11:25,34.45,4553557
INTC,7/17/2017 11:25,34.45,4553557
INTC,7/17/2017 11:26,34.45,4553557
INTC,7/17/2017 11:26,34.37,4922324
INTC,7/17/2017 11:27,34.37,4922324
INTC,7/17/2017 11:27,34.37,4922324
INTC,7/17/2017 11:28,34.37,4922324
INTC,7/17/2017 11:28,34.37,4922324
INTC,7/17/2017 11:29,34.37,4922324
INTC,7/17/2017 11:29,34.37,4922324
INTC,7/17/2017 11:30,34.37,4922324
INTC,7/17/2017 11:30,34.37,4922324
INTC,7/17/2017 11:31,34.37,4922324
INTC,7/17/2017 11:31,34.37,4922324
INTC,7/17/2017 11:32,34.37,4922324
INTC,7/17/2017 11:32,34.37,4922324
INTC,7/17/2017 11:33,34.37,4922324
INTC,7/17/2017 11:33,34.37,4922324
INTC,7/17/2017 11:34,34.37,4922324
INTC,7/17/2017 11:34,34.37,4922324
INTC,7/17/2017 11:35,34.37,4922324
INTC,7/17/2017 11:35,34.37,4922324
INTC,7/17/2017 11:36,34.4,5182091
INTC,7/17/2017 11:36,34.4,5182091
INTC,7/17/2017 11:37,34.4,5182091
INTC,7/17/2017 11:37,34.4,5182091
INTC,7/17/2017 11:38,34.4,5182091
INTC,7/17/2017 11:38,34.4,5182091
INTC,7/17/2017 11:39,34.4,5182091
INTC,7/17/2017 11:39,34.4,5182091
INTC,7/17/2017 11:40,34.4,5182091
INTC,7/17/2017 11:43,34.4,5182091
INTC,7/17/2017 12:05,34.39,5653500
INTC,7/17/2017 12:06,34.39,5653500
INTC,7/17/2017 12:06,34.44,5793214
INTC,7/17/2017 12:07,34.44,5793214
INTC,7/17/2017 12:07,34.44,5793214
INTC,7/17/2017 12:08,34.44,5793214
INTC,7/17/2017 12:08,34.44,5793214
INTC,7/17/2017 12:09,34.44,5793214
INTC,7/17/2017 12:09,34.44,5793214
INTC,7/17/2017 12:10,34.44,5793214
INTC,7/17/2017 12:10,34.44,5793214
INTC,7/17/2017 12:11,34.44,5793214
INTC,7/17/2017 12:11,34.44,5793214
INTC,7/17/2017 12:12,34.44,5793214
INTC,7/17/2017 12:12,34.44,5793214
INTC,7/17/2017 12:13,34.44,5793214
INTC,7/17/2017 12:13,34.44,5793214
INTC,7/17/2017 12:14,34.44,5793214
INTC,7/17/2017 12:14,34.44,5793214
INTC,7/17/2017 12:15,34.44,5793214
INTC,7/17/2017 12:15,34.44,5793214
INTC,7/17/2017 12:16,34.44,5793214
INTC,7/17/2017 12:16,34.44,5793214
INTC,7/17/2017 12:17,34.44,5793214
INTC,7/17/2017 15:23,34.5,10927528
INTC,7/17/2017 15:24,34.5,10927528
INTC,7/17/2017 15:26,34.5,10927528
INTC,7/17/2017 15:26,34.47,11257666
INTC,7/17/2017 15:27,34.47,11257666
INTC,7/17/2017 15:28,34.47,11257666
INTC,7/17/2017 15:29,34.47,11257666
INTC,7/17/2017 15:29,34.47,11257666
INTC,7/17/2017 15:34,34.47,11257666
INTC,7/17/2017 15:34,34.47,11257666
INTC,7/17/2017 15:35,34.47,11257666
INTC,7/17/2017 15:35,34.47,11257666
INTC,7/17/2017 15:37,34.48,11508839
INTC,7/17/2017 15:38,34.48,11508839
INTC,7/17/2017 15:38,34.48,11508839
INTC,7/17/2017 15:39,34.48,11508839
INTC,7/17/2017 15:40,34.48,11508839
INTC,7/17/2017 15:41,34.48,11508839
INTC,7/17/2017 15:43,34.48,11508839
INTC,7/17/2017 15:44,34.48,11508839
INTC,7/17/2017 15:45,34.48,11508839
INTC,7/17/2017 15:46,34.48,11508839
INTC,7/17/2017 15:47,34.47,11709570
INTC,7/17/2017 15:48,34.47,11709570
INTC,7/17/2017 15:48,34.47,11709570
INTC,7/17/2017 15:49,34.47,11709570
INTC,7/17/2017 15:49,34.47,11709570
INTC,7/17/2017 15:51,34.47,11709570
INTC,7/17/2017 15:51,34.47,11709570
INTC,7/17/2017 15:52,34.47,11709570
INTC,7/17/2017 15:52,34.47,11709570
INTC,7/17/2017 15:53,34.47,11709570
INTC,7/17/2017 15:53,34.47,11709570
INTC,7/17/2017 15:54,34.47,11709570
INTC,7/17/2017 15:55,34.47,11709570
INTC,7/17/2017 15:56,34.47,11709570
INTC,7/17/2017 15:57,34.53,12032185
INTC,7/17/2017 15:58,34.53,12032185
INTC,7/17/2017 15:58,34.53,12032185
INTC,7/17/2017 15:59,34.53,12032185
INTC,7/17/2017 16:00,34.53,12032185
INTC,7/17/2017 16:02,34.53,12032185
INTC,7/17/2017 16:03,34.53,12032185
INTC,7/17/2017 16:03,34.53,12032185
INTC,7/17/2017 16:04,34.53,12032185
INTC,7/17/2017 16:05,34.53,12032185
INTC,7/17/2017 16:07,34.53,12032185
INTC,7/17/2017 16:07,34.53,12032185
INTC,7/17/2017 16:08,34.53,12032185
INTC,7/17/2017 16:09,34.5,12340984
INTC,7/17/2017 16:11,34.5,12340984
INTC,7/17/2017 16:12,34.5,12340984
INTC,7/17/2017 16:14,34.5,12340984
INTC,7/17/2017 16:16,34.5,12340984
INTC,7/17/2017 16:16,34.5,12340984
INTC,7/17/2017 16:17,34.47,20910434
INTC,7/17/2017 16:17,34.47,20910434
INTC,7/17/2017 16:18,34.47,20910434
INTC,7/17/2017 16:21,34.47,20910434
INTC,7/17/2017 16:21,34.47,20910434
INTC,7/17/2017 16:22,34.47,20910434
INTC,7/17/2017 16:22,34.47,20910434
INTC,7/17/2017 16:23,34.47,20910434
INTC,7/17/2017 16:24,34.47,20910434
INTC,7/17/2017 16:24,34.47,20910434
INTC,7/17/2017 16:25,34.47,20910434
INTC,7/17/2017 16:25,34.47,20910434
INTC,7/17/2017 16:26,34.47,20910434
INTC,7/17/2017 16:28,34.47,20973846
INTC,7/17/2017 16:28,34.47,20973846
INTC,7/17/2017 16:29,34.47,20973846
INTC,7/17/2017 16:30,34.47,20973846
INTC,7/18/2017 10:08,34.39,2354233
INTC,7/18/2017 10:09,34.39,2354233
INTC,7/18/2017 10:09,34.39,2354233
INTC,7/18/2017 10:10,34.39,2354233
INTC,7/18/2017 10:10,34.39,2354233
INTC,7/18/2017 10:11,34.39,2354233
INTC,7/18/2017 10:11,34.39,2354233
INTC,7/18/2017 10:12,34.39,2354233
INTC,7/18/2017 10:12,34.39,2354233
INTC,7/18/2017 10:13,34.39,2354233
INTC,7/18/2017 10:13,34.39,2354233
INTC,7/18/2017 10:14,34.39,2354233
INTC,7/18/2017 10:14,34.39,2354233
INTC,7/18/2017 10:15,34.39,2354233
INTC,7/18/2017 10:15,34.39,2354233
INTC,7/18/2017 10:16,34.39,2354233
INTC,7/18/2017 10:16,34.44,2783220
INTC,7/18/2017 10:17,34.44,2783220
INTC,7/18/2017 10:17,34.44,2783220
INTC,7/18/2017 10:18,34.44,2783220
INTC,7/18/2017 10:18,34.44,2783220
INTC,7/18/2017 10:19,34.44,2783220
INTC,7/18/2017 10:19,34.44,2783220
INTC,7/18/2017 10:20,34.44,2783220
INTC,7/18/2017 10:20,34.44,2783220
INTC,7/18/2017 10:21,34.44,2783220
INTC,7/18/2017 10:21,34.44,2783220
INTC,7/18/2017 10:22,34.44,2783220
INTC,7/18/2017 10:22,34.44,2783220
INTC,7/18/2017 10:23,34.44,2783220
INTC,7/18/2017 10:23,34.44,2783220
INTC,7/18/2017 10:24,34.44,2783220
INTC,7/18/2017 10:24,34.44,2783220
INTC,7/18/2017 10:25,34.44,2783220
INTC,7/18/2017 10:25,34.44,2783220
INTC,7/18/2017 10:26,34.44,2783220
INTC,7/18/2017 10:26,34.44,2783220
INTC,7/18/2017 10:27,34.55,3973465
INTC,7/18/2017 10:27,34.55,3973465
INTC,7/18/2017 10:28,34.55,3973465
INTC,7/18/2017 10:28,34.55,3973465
INTC,7/18/2017 10:29,34.55,3973465
INTC,7/18/2017 10:29,34.55,3973465
INTC,7/18/2017 10:30,34.55,3973465
INTC,7/18/2017 10:30,34.55,3973465
INTC,7/18/2017 10:31,34.55,3973465
INTC,7/18/2017 10:31,34.55,3973465
INTC,7/18/2017 10:32,34.55,3973465
INTC,7/18/2017 10:32,34.55,3973465
INTC,7/18/2017 10:33,34.55,3973465
INTC,7/18/2017 10:33,34.55,3973465
INTC,7/18/2017 10:34,34.55,3973465
INTC,7/18/2017 10:34,34.55,3973465
INTC,7/18/2017 10:35,34.55,3973465
INTC,7/18/2017 10:35,34.55,3973465
INTC,7/18/2017 10:36,34.55,3973465
INTC,7/18/2017 10:36,34.55,3973465
INTC,7/18/2017 10:37,34.52,4296669
INTC,7/18/2017 10:37,34.52,4296669
INTC,7/18/2017 10:38,34.52,4296669
INTC,7/18/2017 10:38,34.52,4296669
INTC,7/18/2017 10:39,34.52,4296669
INTC,7/18/2017 10:39,34.52,4296669
INTC,7/18/2017 10:40,34.52,4296669
INTC,7/18/2017 10:40,34.52,4296669
INTC,7/18/2017 10:41,34.52,4296669
INTC,7/18/2017 10:41,34.52,4296669
INTC,7/18/2017 10:42,34.52,4296669
INTC,7/18/2017 10:42,34.52,4296669
INTC,7/18/2017 10:43,34.52,4296669
INTC,7/18/2017 10:43,34.52,4296669
INTC,7/18/2017 10:44,34.52,4296669
INTC,7/18/2017 10:44,34.52,4296669
INTC,7/18/2017 10:45,34.52,4296669
INTC,7/18/2017 10:45,34.52,4296669
INTC,7/18/2017 10:46,34.51,4558219
INTC,7/18/2017 10:46,34.51,4558219
INTC,7/18/2017 10:47,34.51,4558219
INTC,7/18/2017 10:47,34.51,4558219
INTC,7/18/2017 10:48,34.51,4558219
INTC,7/18/2017 10:48,34.51,4558219
INTC,7/18/2017 10:49,34.51,4558219
INTC,7/18/2017 10:49,34.51,4558219
INTC,7/18/2017 10:50,34.51,4558219
INTC,7/18/2017 10:50,34.51,4558219
INTC,7/18/2017 10:51,34.51,4558219
INTC,7/18/2017 10:51,34.51,4558219
INTC,7/18/2017 10:52,34.51,4558219
INTC,7/18/2017 10:52,34.51,4558219
INTC,7/18/2017 10:53,34.51,4558219
INTC,7/18/2017 10:53,34.51,4558219
INTC,7/18/2017 10:54,34.51,4558219
INTC,7/18/2017 10:54,34.51,4558219
INTC,7/18/2017 10:55,34.51,4558219
INTC,7/18/2017 10:55,34.51,4558219
INTC,7/18/2017 10:56,34.51,4558219
INTC,7/18/2017 10:56,34.51,4558219
INTC,7/18/2017 10:57,34.47,4923501
INTC,7/18/2017 10:57,34.47,4923501
INTC,7/18/2017 10:58,34.47,4923501
INTC,7/18/2017 10:58,34.47,4923501
INTC,7/18/2017 10:59,34.47,4923501
INTC,7/18/2017 10:59,34.47,4923501
INTC,7/18/2017 11:00,34.47,4923501
INTC,7/18/2017 11:00,34.47,4923501
INTC,7/18/2017 11:01,34.47,4923501
INTC,7/18/2017 11:01,34.47,4923501
INTC,7/18/2017 11:02,34.47,4923501
INTC,7/18/2017 11:02,34.47,4923501
INTC,7/18/2017 11:03,34.47,4923501
INTC,7/18/2017 11:03,34.47,4923501
INTC,7/18/2017 11:04,34.47,4923501
INTC,7/18/2017 11:04,34.47,4923501
INTC,7/18/2017 11:05,34.47,4923501
INTC,7/18/2017 11:05,34.47,4923501
INTC,7/18/2017 11:06,34.47,4923501
INTC,7/18/2017 11:06,34.47,4923501
INTC,7/18/2017 11:07,34.42,5408109
INTC,7/18/2017 11:07,34.42,5408109
INTC,7/18/2017 11:08,34.42,5408109
INTC,7/18/2017 11:08,34.42,5408109
INTC,7/18/2017 11:09,34.42,5408109
INTC,7/18/2017 11:09,34.42,5408109
INTC,7/18/2017 11:10,34.42,5408109
INTC,7/18/2017 11:10,34.42,5408109
INTC,7/18/2017 11:11,34.42,5408109
INTC,7/18/2017 11:11,34.42,5408109
INTC,7/18/2017 11:12,34.42,5408109
INTC,7/18/2017 11:12,34.42,5408109
INTC,7/18/2017 11:13,34.42,5408109
INTC,7/18/2017 11:13,34.42,5408109
INTC,7/18/2017 11:14,34.42,5408109
INTC,7/18/2017 11:14,34.42,5408109
INTC,7/18/2017 11:15,34.42,5408109
INTC,7/18/2017 11:15,34.42,5408109
INTC,7/18/2017 11:16,34.42,5408109
INTC,7/18/2017 11:16,34.46,5889257
INTC,7/18/2017 11:17,34.46,5889257
INTC,7/18/2017 11:17,34.46,5889257
INTC,7/18/2017 11:18,34.46,5889257
INTC,7/18/2017 11:18,34.46,5889257
INTC,7/18/2017 11:19,34.46,5889257
INTC,7/18/2017 11:19,34.46,5889257
INTC,7/18/2017 11:20,34.46,5889257
INTC,7/18/2017 11:20,34.46,5889257
INTC,7/18/2017 11:21,34.46,5889257
INTC,7/18/2017 11:21,34.46,5889257
INTC,7/18/2017 11:22,34.46,5889257
INTC,7/18/2017 11:22,34.46,5889257
INTC,7/18/2017 11:23,34.46,5889257
INTC,7/18/2017 11:23,34.46,5889257
INTC,7/18/2017 11:24,34.46,5889257
INTC,7/18/2017 11:24,34.46,5889257
INTC,7/18/2017 11:25,34.46,5889257
INTC,7/18/2017 11:25,34.46,5889257
INTC,7/18/2017 11:26,34.46,5889257
INTC,7/18/2017 11:26,34.46,5889257
INTC,7/18/2017 11:27,34.46,5889257
INTC,7/18/2017 11:27,34.42,6072491
INTC,7/18/2017 11:28,34.42,6072491
INTC,7/18/2017 11:28,34.42,6072491
INTC,7/18/2017 11:29,34.42,6072491
INTC,7/18/2017 11:29,34.42,6072491
INTC,7/18/2017 11:30,34.42,6072491
INTC,7/18/2017 11:30,34.42,6072491
INTC,7/18/2017 11:31,34.42,6072491
INTC,7/18/2017 11:31,34.42,6072491
INTC,7/18/2017 11:32,34.42,6072491
INTC,7/18/2017 11:32,34.42,6072491
INTC,7/18/2017 11:33,34.42,6072491
INTC,7/18/2017 11:33,34.42,6072491
INTC,7/18/2017 11:34,34.42,6072491
INTC,7/18/2017 11:34,34.42,6072491
INTC,7/18/2017 11:35,34.42,6072491
INTC,7/18/2017 11:35,34.42,6072491
INTC,7/18/2017 11:36,34.42,6072491
INTC,7/18/2017 11:36,34.42,6072491
INTC,7/18/2017 11:37,34.48,6264971
INTC,7/18/2017 11:37,34.48,6264971
INTC,7/18/2017 11:38,34.48,6264971
INTC,7/18/2017 11:38,34.48,6264971
INTC,7/18/2017 11:39,34.48,6264971
INTC,7/18/2017 11:39,34.48,6264971
INTC,7/18/2017 11:40,34.48,6264971
INTC,7/18/2017 11:40,34.48,6264971
INTC,7/18/2017 11:41,34.48,6264971
INTC,7/18/2017 11:41,34.48,6264971
INTC,7/18/2017 11:42,34.48,6264971
INTC,7/18/2017 11:42,34.48,6264971
INTC,7/18/2017 11:43,34.48,6264971
INTC,7/18/2017 11:43,34.48,6264971
INTC,7/18/2017 11:44,34.48,6264971
INTC,7/18/2017 11:44,34.48,6264971
INTC,7/18/2017 11:45,34.48,6264971
INTC,7/18/2017 11:45,34.48,6264971
INTC,7/18/2017 11:46,34.48,6264971
INTC,7/18/2017 11:46,34.5,6749289
INTC,7/18/2017 11:47,34.5,6749289
INTC,7/18/2017 11:47,34.5,6749289
INTC,7/18/2017 11:48,34.5,6749289
INTC,7/18/2017 11:48,34.5,6749289
INTC,7/18/2017 11:49,34.5,6749289
INTC,7/18/2017 11:49,34.5,6749289
INTC,7/18/2017 11:50,34.5,6749289
INTC,7/18/2017 11:50,34.5,6749289
INTC,7/18/2017 11:51,34.5,6749289
INTC,7/18/2017 11:51,34.5,6749289
INTC,7/18/2017 11:52,34.5,6749289
INTC,7/18/2017 11:52,34.5,6749289
INTC,7/18/2017 11:53,34.5,6749289
INTC,7/18/2017 11:53,34.5,6749289
INTC,7/18/2017 11:54,34.5,6749289
INTC,7/18/2017 11:54,34.5,6749289
INTC,7/18/2017 11:55,34.5,6749289
INTC,7/18/2017 11:55,34.5,6749289
INTC,7/18/2017 11:56,34.5,6749289
INTC,7/18/2017 11:56,34.5,6749289
INTC,7/18/2017 11:57,34.52,7027612
INTC,7/18/2017 11:57,34.52,7027612
INTC,7/18/2017 11:58,34.52,7027612
INTC,7/18/2017 11:58,34.52,7027612
INTC,7/18/2017 11:59,34.52,7027612
INTC,7/18/2017 11:59,34.52,7027612
INTC,7/18/2017 12:00,34.52,7027612
INTC,7/18/2017 12:00,34.52,7027612
INTC,7/18/2017 12:01,34.52,7027612
INTC,7/18/2017 12:01,34.52,7027612
INTC,7/18/2017 12:02,34.52,7027612
INTC,7/18/2017 12:02,34.52,7027612
INTC,7/18/2017 12:03,34.52,7027612
INTC,7/18/2017 12:03,34.52,7027612
INTC,7/18/2017 12:04,34.52,7027612
INTC,7/18/2017 12:04,34.52,7027612
INTC,7/18/2017 12:05,34.52,7027612
INTC,7/18/2017 12:05,34.52,7027612
INTC,7/18/2017 12:06,34.52,7027612
INTC,7/18/2017 12:06,34.51,7241268
INTC,7/18/2017 12:07,34.51,7241268
INTC,7/18/2017 12:07,34.51,7241268
INTC,7/18/2017 12:08,34.51,7241268
INTC,7/18/2017 12:08,34.51,7241268
INTC,7/18/2017 12:09,34.51,7241268
INTC,7/18/2017 12:09,34.51,7241268
INTC,7/18/2017 12:10,34.51,7241268
INTC,7/18/2017 12:10,34.51,7241268
INTC,7/18/2017 12:11,34.51,7241268
INTC,7/18/2017 12:11,34.51,7241268
INTC,7/18/2017 12:12,34.51,7241268
INTC,7/18/2017 12:12,34.51,7241268
INTC,7/18/2017 12:13,34.51,7241268
INTC,7/18/2017 12:13,34.51,7241268
INTC,7/18/2017 12:14,34.51,7241268
INTC,7/18/2017 12:14,34.51,7241268
INTC,7/18/2017 12:15,34.51,7241268
INTC,7/18/2017 12:15,34.51,7241268
INTC,7/18/2017 12:16,34.51,7241268
INTC,7/18/2017 12:16,34.51,7241268
INTC,7/18/2017 12:17,34.49,7486382
INTC,7/18/2017 12:17,34.49,7486382
INTC,7/18/2017 12:18,34.49,7486382
INTC,7/18/2017 12:18,34.49,7486382
INTC,7/18/2017 12:19,34.49,7486382
INTC,7/18/2017 12:19,34.49,7486382
INTC,7/18/2017 12:20,34.49,7486382
INTC,7/18/2017 12:20,34.49,7486382
INTC,7/18/2017 12:21,34.49,7486382
INTC,7/18/2017 12:21,34.49,7486382
INTC,7/18/2017 12:22,34.49,7486382
INTC,7/18/2017 12:22,34.49,7486382
INTC,7/18/2017 12:23,34.49,7486382
INTC,7/18/2017 12:23,34.49,7486382
INTC,7/18/2017 12:24,34.49,7486382
INTC,7/18/2017 12:24,34.49,7486382
INTC,7/18/2017 12:25,34.49,7486382
INTC,7/18/2017 12:25,34.49,7486382
INTC,7/18/2017 12:26,34.49,7486382
INTC,7/18/2017 12:26,34.48,7629829
INTC,7/18/2017 12:27,34.48,7629829
INTC,7/18/2017 12:27,34.48,7629829
INTC,7/18/2017 12:28,34.48,7629829
INTC,7/18/2017 12:28,34.48,7629829
INTC,7/18/2017 12:29,34.48,7629829
INTC,7/18/2017 12:29,34.48,7629829
INTC,7/18/2017 12:30,34.48,7629829
INTC,7/18/2017 12:30,34.48,7629829
INTC,7/18/2017 12:31,34.48,7629829
INTC,7/18/2017 12:31,34.48,7629829
INTC,7/18/2017 12:32,34.48,7629829
INTC,7/18/2017 12:32,34.48,7629829
INTC,7/18/2017 12:33,34.48,7629829
INTC,7/18/2017 12:33,34.48,7629829
INTC,7/18/2017 12:34,34.48,7629829
INTC,7/18/2017 12:34,34.48,7629829
INTC,7/18/2017 12:35,34.48,7629829
INTC,7/18/2017 12:35,34.48,7629829
INTC,7/18/2017 12:36,34.48,7629829
INTC,7/18/2017 12:36,34.48,7786779
INTC,7/18/2017 12:37,34.48,7786779
INTC,7/18/2017 12:37,34.48,7786779
INTC,7/18/2017 12:38,34.48,7786779
INTC,7/18/2017 12:38,34.48,7786779
INTC,7/18/2017 12:39,34.48,7786779
INTC,7/18/2017 12:39,34.48,7786779
INTC,7/18/2017 12:40,34.48,7786779
INTC,7/18/2017 12:40,34.48,7786779
INTC,7/18/2017 12:41,34.48,7786779
INTC,7/18/2017 12:41,34.48,7786779
INTC,7/18/2017 12:42,34.48,7786779
INTC,7/18/2017 12:42,34.48,7786779
INTC,7/18/2017 12:43,34.48,7786779
INTC,7/18/2017 12:43,34.48,7786779
INTC,7/18/2017 12:44,34.48,7786779
INTC,7/18/2017 12:44,34.48,7786779
INTC,7/18/2017 12:45,34.48,7786779
INTC,7/18/2017 12:45,34.48,7786779
INTC,7/18/2017 12:46,34.47,7913207
INTC,7/18/2017 12:46,34.47,7913207
INTC,7/18/2017 12:47,34.47,7913207
INTC,7/18/2017 12:47,34.47,7913207
INTC,7/18/2017 12:48,34.47,7913207
INTC,7/18/2017 12:48,34.47,7913207
INTC,7/18/2017 12:49,34.47,7913207
INTC,7/18/2017 12:49,34.47,7913207
INTC,7/18/2017 12:50,34.47,7913207
INTC,7/18/2017 12:50,34.47,7913207
INTC,7/18/2017 12:51,34.47,7913207
INTC,7/18/2017 12:51,34.47,7913207
